,,,,time,time,std_time,std_time,error_sum_metric,error_sum_metric,error_max_metric,error_max_metric
,,,,mean,std,mean,std,mean,std,mean,std
ode_method,stations_per_cell,spatial_simplification,delta_t_ratio_or_epsilon,,,,,,,,
BDF,5,none,0.025,294.39055610395064,173.33048510413764,909.0065216086169,664.6475248938051,0.012103414743528744,0.005240306738632625,0.00419864912361967,0.00172121676104322
BDF,5,none,0.05,168.04397658250795,98.24310024239986,909.0065216086169,664.6475248938051,0.022992506355094627,0.009899889705000648,0.0075088867888308975,0.0033007683654672957
BDF,5,none,0.1,103.30562501660584,59.01519040556764,909.0065216086169,664.6475248938051,0.03891550699305667,0.01669823436205064,0.01169056373381583,0.005395737329062865
BDF,5,strict,0.025,5.026879325993986,2.545618754876677,909.0065216086169,664.6475248938051,0.06981301353706917,0.026388314318408632,0.01525755290511056,0.00685909746897652
BDF,5,strict,0.05,3.606484691804508,1.8056185032524608,909.0065216086169,664.6475248938051,0.06597022852070966,0.024869291359358257,0.014607059987883985,0.007053659967750361
BDF,5,strict,0.1,2.8728723703225394,1.4787840874674778,909.0065216086169,664.6475248938051,0.06195557507247274,0.022789757493176303,0.014201020634549815,0.006986464321981002
BDF,10,none,0.025,494.65346858652373,300.3291020196039,909.0065216086169,664.6475248938051,0.010801676562443114,0.004523681002294668,0.0038221002628248194,0.0015360685117266264
BDF,10,none,0.05,287.32838500559086,171.89147954862972,909.0065216086169,664.6475248938051,0.02080600367575488,0.008670109175467016,0.0069311791386725535,0.0029701459225792456
BDF,10,none,0.1,178.3074766825728,102.07091583572527,909.0065216086169,664.6475248938051,0.035899910135968174,0.015082472303481722,0.011076204792094565,0.005019421446752837
BDF,10,strict,0.025,2.498088094382099,1.1935277958192705,909.0065216086169,664.6475248938051,0.07058552634451502,0.02667626322543931,0.0154389351971041,0.006773540128197427
BDF,10,strict,0.05,1.8446124006779148,0.8862282123233456,909.0065216086169,664.6475248938051,0.06703474524196606,0.025401294117483833,0.0148477412008588,0.006948373439622921
BDF,10,strict,0.1,1.5381016580284967,0.770674842979113,909.0065216086169,664.6475248938051,0.06288814926923124,0.0234541411623729,0.01434792059526428,0.006948094381308311
BDF,15,none,0.025,722.5821240965926,438.860168786161,909.0065216086169,664.6475248938051,0.009576761930219882,0.0038235372293303274,0.003462464383812101,0.0013588025914440729
BDF,15,none,0.05,426.5395889140097,253.63889110909895,909.0065216086169,664.6475248938051,0.018691756609171193,0.0074194656924480365,0.006332533787194291,0.0026067082719759714
BDF,15,none,0.1,264.94422250309634,149.13276031546806,909.0065216086169,664.6475248938051,0.03287329464073244,0.013288720603385004,0.010436612899145646,0.004597775967408608
BDF,15,strict,0.025,1.8251796704152814,0.8707397739688129,909.0065216086169,664.6475248938051,0.07099240799147097,0.02686022036885998,0.015406032417487262,0.006801675933770406
BDF,15,strict,0.05,1.2998664462661298,0.6261346146988611,909.0065216086169,664.6475248938051,0.06761179077268102,0.025747713944363208,0.014864262347334917,0.006978101822913687
BDF,15,strict,0.1,1.1212334589889417,0.5535435815391264,909.0065216086169,664.6475248938051,0.06337435300248054,0.023902131021715865,0.014303728335303795,0.007050146791564617
RK45,5,none,0.025,24.45300129630621,10.754702341955722,30.682001883318524,22.10268942924576,0.011971678130900094,0.005098761920465426,0.004134916451345789,0.001664562437506103
RK45,5,none,0.05,18.418255685121178,8.466449714268471,30.682001883318524,22.10268942924576,0.022945593700113877,0.00981974642106636,0.007484329927102262,0.003259889338785276
RK45,5,none,0.1,14.405787575113713,6.757212376722711,30.682001883318524,22.10268942924576,0.03892293702286782,0.016693100699934554,0.01169383199357437,0.00538976577197962
RK45,5,strict,0.025,2.0729088578744825,1.0217440876041575,30.682001883318524,22.10268942924576,0.06981811797819983,0.026391071467723206,0.015258579476722984,0.006859350922906787
RK45,5,strict,0.05,1.3968450901273173,0.6961200809974253,30.682001883318524,22.10268942924576,0.06597491376201867,0.024871672061287174,0.014607715009915962,0.007054202839133238
RK45,5,strict,0.1,1.2081800350422363,0.6205413278602999,30.682001883318524,22.10268942924576,0.06195964548883458,0.022792230091966646,0.014201980707105467,0.0069866943639802365
RK45,10,none,0.025,25.943487128305534,13.448697102507369,30.682001883318524,22.10268942924576,0.01071929295825308,0.004422620311332033,0.003783423712750894,0.0014946691368644236
RK45,10,none,0.05,19.826470813539345,11.136703126372561,30.682001883318524,22.10268942924576,0.020775055051468472,0.008608223224351914,0.006917079238877608,0.002939072678315537
RK45,10,none,0.1,15.698940159187007,9.208041964154237,30.682001883318524,22.10268942924576,0.03590834200035727,0.01507933616575509,0.011082538912263802,0.005014389826988394
RK45,10,strict,0.025,1.0730482049734116,0.5227571604970854,30.682001883318524,22.10268942924576,0.07059042678605996,0.02667885060627282,0.015440502709539368,0.006773253854210205
RK45,10,strict,0.05,0.7362039729133427,0.3640150127497893,30.682001883318524,22.10268942924576,0.06703930277258792,0.025403793913415837,0.014849530360072723,0.006948280429689387
RK45,10,strict,0.1,0.6426281632031672,0.3285800613750868,30.682001883318524,22.10268942924576,0.06289218650254218,0.023456567297726494,0.014349589775706575,0.006948032210567127
RK45,15,none,0.025,36.3200390116634,24.416472362228344,30.682001883318524,22.10268942924576,0.009519138986350668,0.003747688661080322,0.003436585934546152,0.0013289765716967277
RK45,15,none,0.05,29.401456285953127,21.907965690536,30.682001883318524,22.10268942924576,0.0186681493605401,0.007368957063886737,0.006323266678944325,0.0025808209636644713
RK45,15,none,0.1,24.118115356570343,18.716085736161315,30.682001883318524,22.10268942924576,0.032881636337161325,0.013285678388816564,0.010444992788070763,0.004594355466301842
RK45,15,strict,0.025,0.7781553326376105,0.3896533854308077,30.682001883318524,22.10268942924576,0.07099688386578812,0.026862644554533025,0.015407085797603446,0.006801828620508655
RK45,15,strict,0.05,0.5293670805699479,0.2685127500110714,30.682001883318524,22.10268942924576,0.06761621318828519,0.025750243619364455,0.014865170761726427,0.006978477197258278
RK45,15,strict,0.1,0.46193552717360525,0.2419637206465414,30.682001883318524,22.10268942924576,0.06337849534551299,0.023904648003576216,0.014305192590265633,0.007050107498997225
